""	"KO1_fy1"	"KO2_fy1"	"KO3_fy1"	"KO1_fy2"	"KO2_fy2"	"KO3_fy2"	"KO1_fy4"	"KO2_fy4"	"KO3_fy4"	"KO1_fy5"	"KO2_fy5"	"KO3_fy5"	"HeLa1_wt"	"HeLa2_wt"	"HeLa3_wt"
"ANKMY1"	709	688	721	728	893	841	704	655	726	742	757	667	653	650	615
"COPS7B"	1969	1425	1360	1554	1667	1429	1592	1352	1348	1828	1508	1608	1788	1729	1746
"DIS3L2"	1675	1367	1263	1431	1670	1570	1509	1335	1370	1942	1600	1631	1733	1611	1686
"CPNE9"	8	3	3	10	6	7	2	3	9	9	6	8	6	10	5
"FANCD2"	7518	5615	5523	6628	7476	6429	6020	5324	5339	7218	6391	6603	7547	7077	7326
"TAMM41"	1381	1038	1111	1157	1406	1200	934	869	844	1350	1031	1067	1261	1220	1295
"VGLL4"	3316	2459	2357	2633	2870	2455	3000	2615	2409	2839	2538	2539	3040	2809	3001
"RAB5A"	3373	2468	2376	2714	3003	2532	2948	2529	2591	3067	2517	2653	3278	3231	3264
"RETREG2"	4570	3153	2856	2845	3096	2503	3459	3060	2906	3572	3162	3243	3597	3472	3586
"CTDSP1"	3008	2165	1919	2194	2192	1939	2689	2326	2462	2689	2526	2473	2653	2562	2661
"CNOT9"	6643	4942	4715	4890	5413	4599	6009	5045	5120	5908	5222	5224	5894	5644	6068
"MARCHF4"	28	33	22	1	3	0	34	30	31	31	14	22	12	6	7
"STK11IP"	1030	835	788	737	884	768	1140	972	937	999	917	960	901	864	884
"GMPPA"	2127	1422	1372	1409	1499	1353	1738	1536	1440	1588	1543	1454	1723	1623	1786
"GRIP2"	126	90	86	76	66	75	339	353	337	129	128	130	92	95	84
"EAF1"	3812	2686	2454	2833	3175	2530	3080	2654	2525	3239	2778	2834	3429	3303	3510
"CNTN4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"DYNC1LI1"	3887	2734	2569	2682	3254	2478	2983	2408	2518	3156	2672	2721	2969	2686	2992
"RBMS3"	436	375	268	360	385	341	123	104	109	13	11	15	243	222	220
"GADL1"	1	1	0	0	1	2	0	0	0	0	0	0	1	0	0
"OSBPL10"	6602	4837	4805	4387	4877	4289	6769	5779	6107	6217	5458	5365	5685	5394	5750
"POMGNT2"	1481	1010	940	971	918	782	785	747	696	1278	1089	1099	1163	1109	1275
"ACKR2"	13	11	7	10	8	13	13	3	8	9	9	3	25	21	22
"GASK1A"	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0
"CSRNP1"	3636	2409	2352	1482	1735	1538	3477	3254	3081	2223	2056	2011	1716	1569	1855
"SLC25A38"	1931	1356	1210	1550	1662	1402	1535	1211	1264	1828	1546	1655	1801	1706	1911
"ITGA9"	4	2	1	0	7	0	0	1	1	6	1	6	4	3	3
"SLC22A14"	3	8	3	3	6	9	4	4	5	11	13	8	9	4	2
"GOLGA4"	13312	10515	10066	9888	11362	10113	9993	8628	9360	13794	10541	10965	11481	11062	11344
"CTDSPL"	3302	2479	2277	2635	2842	2431	3047	2675	2665	2926	2610	2686	3148	3291	3165
"STAC"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"IQSEC1"	3484	2369	2283	2299	2247	2118	2311	2032	2080	2699	2388	2402	2714	2782	2801
"CAND2"	5	1	2	9	1	5	2	9	1	0	3	2	3	3	8
"RPL32"	32075	22092	20814	20709	23107	18832	24476	20431	20711	26174	24306	25191	27282	26931	28144
"PTPRG"	77	66	58	37	44	44	24	11	27	18	26	9	18	16	11
"IL17RD"	30	22	28	81	76	80	23	28	28	15	10	6	43	33	50
"SHQ1"	2419	1747	1638	1680	1768	1459	1787	1481	1525	2174	1798	1799	2033	1961	2107
"SLC25A26"	860	722	668	556	645	580	667	608	580	779	702	733	779	730	763
"UBA3"	3195	2326	2326	2473	2690	2228	2655	2277	2308	2977	2555	2810	2775	2878	3032
"ARL6IP5"	6371	4669	4606	4286	4803	4037	5411	4444	4482	5721	5271	5292	5883	5559	5870
"TMF1"	3471	2511	2545	2777	3088	2571	2706	2331	2411	3586	2918	2772	3534	3321	3552
"LRIG1"	867	665	647	380	441	356	557	550	547	407	307	332	500	525	546
"LRTM1"	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0
"LIMD1"	10006	7368	7278	7109	7550	7058	7544	6674	6474	9104	7946	8185	8781	8633	8830
"ZNF660"	0	4	6	3	0	0	0	3	0	2	1	0	1	1	0
"NFKBIZ"	4043	3564	3763	4174	5339	5095	4275	4567	3678	4452	3694	3880	4309	4047	4177
"COL8A1"	757	553	510	627	566	576	235	208	229	47	41	48	296	316	290
"NXPE3"	1879	1403	1383	1052	1150	979	2062	1790	1796	996	893	871	1449	1377	1305
"ADGRG7"	0	0	0	0	0	0	0	1	1	0	2	1	0	1	1
"MYH15"	17	10	19	2	7	5	12	7	6	8	6	7	8	8	13
"PHLDB2"	12842	9469	9781	6813	7519	6756	8908	7595	7774	9042	7809	7779	10114	9254	9977
"ABHD10"	2389	1660	1699	1942	2276	1685	1877	1505	1652	2286	1923	1905	2246	2201	2368
"TAGLN3"	0	0	0	0	0	1	1	1	2	0	1	0	0	1	0
"PLA1A"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"RABL3"	1345	981	998	1165	1262	1060	1135	865	984	1173	1077	1031	1297	1317	1318
"ADPRH"	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0
"IGSF11"	8	3	4	1	4	5	0	3	4	3	6	7	0	2	3
"ATG3"	5068	3770	3627	3829	4291	3410	4185	3515	3579	4546	3653	4019	4631	4470	4572
"NR1I2"	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0
"BOC"	0	1	1	1	1	1	0	5	0	3	0	0	3	1	1
"SRPRB"	7950	5616	5351	6156	6693	5489	6247	5333	5109	5979	5329	5359	7056	6482	7079
"TMEM108"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AGTR1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MED12L"	41	25	33	70	96	76	93	107	103	40	36	32	54	43	58
"EIF2A"	9284	6751	6565	5943	7082	5736	7448	6331	6366	8467	7038	7321	7871	7336	7800
"ALDH1L1"	1	3	0	1	1	2	0	0	0	1	0	1	0	0	0
"OSBPL11"	3149	2231	2112	2324	2579	2151	2418	2159	2102	2890	2404	2362	2772	2591	2779
"TRPC1"	49	30	28	30	32	38	52	28	51	33	32	27	53	41	58
"NCEH1"	4244	3031	2871	3317	3540	3019	3676	3260	3079	3849	3067	3226	4094	3764	4260
"SPATA16"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM86B2"	77	46	44	68	70	59	67	62	68	49	53	40	74	85	84
"LPP"	13515	12665	11757	11241	13235	12337	11662	10930	11803	13046	10073	10381	11207	9867	9854
"TMEM44"	654	520	602	629	721	705	1011	971	861	711	703	677	711	733	727
"RUBCN"	2026	1474	1493	1499	1838	1494	1755	1547	1571	2018	1719	1560	1812	1850	1901
"AMT"	0	0	4	2	4	4	2	5	1	4	1	4	2	2	1
"TCTA"	907	748	689	867	871	835	762	706	704	772	773	830	1037	1098	992
"NICN1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"UCN2"	14	17	11	12	11	8	23	16	19	10	5	9	14	12	14
"DCAF1"	9597	7030	6792	6581	7546	6026	6804	6013	5863	8145	7042	7175	7714	7309	7580
"MANF"	3176	2108	2033	2373	2658	2224	3358	2788	2623	2539	2161	2283	3304	3234	3248
"STXBP5L"	9	2	10	22	6	15	7	16	17	8	10	6	8	5	7
"EAF2"	188	140	120	139	166	135	148	131	125	111	123	138	158	147	171
"ILDR1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TM4SF19"	76	56	46	29	37	40	75	62	60	48	32	43	59	40	43
"MUC4"	5	4	6	5	9	5	8	4	3	2	3	2	5	14	19
"SLIT2"	0	0	0	0	0	1	0	0	2	0	0	0	1	1	1
"EIF2B5"	2711	2069	1896	2379	2640	2144	2157	1940	2007	2653	2435	2360	2402	2432	2543
"AHSG"	0	0	0	1	1	0	0	0	1	0	0	0	1	2	0
"ECE2"	1599	1115	1053	983	1052	894	909	762	725	1154	994	1069	1363	1224	1328
"VWA5B2"	3	2	2	4	1	5	0	2	0	1	3	2	5	10	3
"DGKQ"	590	484	444	465	442	451	537	467	473	585	478	480	455	564	480
"FIP1L1"	729	546	579	617	712	630	604	530	532	797	667	603	814	720	736
"SLC26A1"	48	35	33	25	30	28	28	36	36	37	31	20	39	35	40
"LYAR"	1751	1224	1048	1233	1460	1191	1238	1083	1103	1493	1264	1190	1337	1285	1259
"CENPC"	1279	1055	1029	1035	1349	1122	1086	983	1058	1318	1065	1095	1198	1121	1119
"EPHA5"	3041	2308	2187	2538	3059	2395	1772	1552	1617	3175	2748	2612	2210	2094	2278
"CORIN"	37	53	38	83	76	76	51	53	48	52	49	36	50	50	53
"ATP10D"	3406	2487	2303	1804	1865	1655	2682	2207	2335	2380	2046	2034	2508	2237	2425
"OCIAD2"	615	417	424	448	419	364	427	370	407	357	364	326	504	473	447
"SLC10A4"	0	0	0	1	2	2	3	0	4	1	3	3	2	0	1
"SLC10A6"	1	1	1	0	3	2	1	3	1	4	3	0	1	2	1
"SCD5"	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0
"PLAC8"	13446	10693	9615	8240	9100	7797	6105	5577	5419	11607	9750	9826	8046	7275	7878
"ENOPH1"	2718	1816	1793	2226	2421	1986	2447	2029	1964	2247	1886	2022	2321	2392	2610
"CABS1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GC"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TRMT10A"	725	542	513	489	491	396	464	444	425	638	500	567	437	463	453
"KLHL8"	2765	1987	1963	2201	2471	2009	1919	1704	1606	2136	1824	1765	2400	2196	2335
"SNCA"	595	368	406	837	803	765	442	380	358	584	528	536	761	774	844
"PYURF"	871	632	605	734	728	658	522	448	466	804	717	769	820	806	863
"TBCK"	763	582	571	1135	1155	1149	816	776	842	1157	966	935	1060	948	986
"CAMK2D"	1116	834	817	793	866	835	1217	1041	1128	937	838	832	1234	1091	1180
"CISD2"	2571	1887	1740	1996	2294	1704	1976	1643	1708	2164	2020	1886	2280	2114	2296
"DDIT4L"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ANK2"	0	0	0	0	0	1	0	0	1	0	0	0	0	3	0
"TIFA"	1280	844	885	990	1104	884	833	736	721	1053	981	972	1216	1203	1236
"SPATA5"	3768	2911	2737	2676	3159	2641	2630	2251	2247	3769	3182	3085	3224	3117	3180
"FABP2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CCNA2"	9183	6594	6179	6341	7508	5581	5866	4972	5196	8058	6846	6836	7018	6520	6980
"METTL14"	1311	984	922	1016	1106	930	1075	990	960	1287	1212	1166	1195	1132	1162
"USP53"	2228	1741	1678	1519	1691	1512	1982	1744	1765	2075	1705	1599	1833	1650	1800
"SETD7"	15215	11110	10515	11275	12474	9985	11739	9725	9923	13859	11898	11864	12744	12003	12591
"NAF1"	2326	1700	1643	1596	1709	1489	1533	1323	1306	1788	1446	1373	1884	1800	1861
"MARCHF1"	2	7	15	41	23	36	4	10	4	5	8	5	7	5	8
"SFRP2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RPS3A"	45667	31524	30349	29931	33188	25588	36125	30595	30706	37454	35550	35731	39637	38078	40605
"RNF175"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PDGFC"	0	0	0	0	0	0	0	2	1	0	0	0	0	1	3
"CBR4"	1259	1049	1032	1269	1357	1186	967	845	858	1502	1339	1305	1643	1633	1681
"GLRA3"	13	11	5	1	0	1	5	12	7	1	3	1	7	2	9
"CYP4V2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ROPN1L"	5	8	13	14	11	17	10	2	9	8	4	5	14	12	13
"NDUFS6"	2831	2182	1935	1892	2039	1973	2020	1762	1712	2302	1993	1881	2207	2131	2302
"MARCHF6"	47786	35912	35617	32350	34358	30793	35790	31491	31845	38518	33062	33671	39875	37573	38865
"NKD2"	546	419	402	46	61	57	167	125	157	244	241	255	294	330	280
"CDH18"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"ADAMTS16"	116	109	102	0	0	0	0	4	0	98	81	81	88	65	59
"SRD5A1"	9046	6706	6461	6261	6438	5545	5410	4914	4799	6543	5888	5737	8144	7881	8204
"MYO10"	47727	34135	32466	27760	31867	25954	29556	25845	25895	27726	22463	22745	29399	28483	29308
"OTULINL"	5768	4101	4056	3547	4034	3293	5803	5104	5233	4849	4322	4186	4497	4512	4628
"RPL37"	42458	31278	28828	30283	32514	28772	33982	28000	28808	32726	29290	29643	34295	34553	36521
"SKP2"	16857	12120	11457	15184	16214	13901	13607	11699	11942	14646	12153	12337	16676	15850	16219
"OSMR"	17959	13143	13352	8959	9625	8396	24953	20570	22141	9065	7861	7809	14792	14445	14374
"UGT3A1"	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
"PLK2"	14513	10647	10139	10627	13489	9822	9700	8977	8661	8575	7231	7984	9802	8390	11345
"SHISAL2B"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"GZMA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PIK3R1"	8	12	11	16	19	18	19	21	20	11	5	10	17	9	5
"HAPLN1"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"LHFPL2"	4088	2951	3020	2752	3053	2512	3574	3079	3247	3475	2928	2914	3357	3388	3456
"SSBP2"	397	298	315	453	517	430	338	318	326	433	350	369	418	384	393
"BHMT"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ANKRD31"	43	47	40	40	73	42	21	23	15	38	24	21	25	21	38
"IQGAP2"	2	1	0	1	2	0	2	0	2	0	1	0	0	0	0
"CRHBP"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RASA1"	2913	2248	2166	2173	2354	2033	1978	1886	1806	2673	2202	2224	2454	2410	2417
"LIX1"	0	0	0	0	0	1	0	0	0	0	0	0	2	1	1
"GIN1"	556	392	416	482	542	436	497	413	406	459	439	438	576	550	545
"PPIP5K2"	6152	4567	4494	4781	5524	4493	4268	3829	4000	5851	4825	4710	5768	5408	5846
"PAM"	10514	7506	7179	6488	6893	6358	8055	6935	6947	8419	7919	7890	8607	8384	8702
"BDP1"	9441	7389	7036	7536	8883	7472	8194	6979	7340	9875	7542	7619	7950	7505	7810
"GTF2H2"	818	584	610	670	794	628	678	618	649	777	635	669	751	746	758
"SLC30A5"	5945	4245	4096	4680	4982	4282	4834	4085	4109	4978	4353	4243	5134	4977	5318
"BTF3"	23880	16344	15263	15684	18260	14392	19140	15557	16222	20241	17671	18125	20132	19197	20340
"FBXL17"	1784	1243	1276	1366	1462	1370	1235	1061	1044	1443	1310	1250	1370	1297	1340
"SPATA9"	8	8	9	10	8	7	16	12	20	9	13	7	4	13	8
"TSLP"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TNFAIP8"	2182	1641	1492	1389	1620	1373	2196	1820	1818	2539	2392	2271	1929	1868	1894
"FEM1C"	3097	2445	2250	2579	2724	2288	2682	2350	2395	3183	2622	2499	2728	2698	2882
"COMMD10"	1126	805	738	805	996	806	918	792	826	937	867	899	1020	846	912
"ATG12"	2732	2043	2006	2153	2218	1946	2149	1727	1758	2780	2419	2358	2526	2437	2551
"MEGF10"	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0
"ADAMTS19"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"YIPF5"	3653	2531	2491	2819	2982	2627	2759	2329	2349	3399	3180	3067	3359	3331	3421
"ARHGAP26"	1610	1235	1307	1220	1359	1237	2128	1996	1984	2016	1726	1662	1698	1628	1743
"CXCL14"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"LECT2"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"SLC25A48"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"DDX46"	14199	10687	10227	9519	11025	8974	10593	8964	9370	13106	11228	11069	12882	12003	12674
"IL9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TIMD4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RNF145"	5937	4327	4288	5518	6255	5006	5231	4764	4685	6419	5679	5452	6135	5703	6137
"C1QTNF2"	0	3	1	4	1	2	3	1	2	1	1	2	4	0	3
"GABRA6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GABRB2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FBXO38"	3133	2531	2431	2747	3150	2838	2619	2185	2235	3585	2828	2863	3172	3013	3142
"SPINK7"	0	2	2	0	0	2	1	4	0	1	1	4	2	0	3
"PCYOX1L"	416	269	292	556	582	594	350	315	319	376	326	354	754	812	734
"GLRA1"	0	2	0	0	1	0	0	2	1	0	0	2	1	0	1
"TNIP1"	4721	3422	3239	2808	2900	2630	4199	3641	3591	3793	3166	3298	3765	3707	3773
"G3BP1"	28296	21018	19407	21497	24300	19723	22809	19361	19286	27069	22311	22154	23918	22904	24534
"ZNF300"	925	887	827	876	1000	914	700	669	729	938	819	985	996	965	1016
"N4BP3"	1918	1310	1246	949	903	824	1539	1422	1359	1118	1025	1044	1374	1348	1407
"NHP2"	7183	4936	4545	4242	4767	3817	4697	3838	4065	5745	4824	5235	5817	5861	6242
"RMND5B"	2581	1849	1915	2349	2183	2065	2593	2255	2118	2035	2101	1913	2341	2278	2296
"BOD1"	2208	1641	1452	1765	1874	1602	1669	1407	1461	2041	1804	1914	2025	1912	2094
"CPLX2"	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0
"TENM2"	55	32	41	26	24	36	32	35	25	28	14	11	30	39	29
"KCNMB1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM50B"	210	124	121	94	96	98	144	146	156	55	35	29	102	113	108
"MYLK4"	77	56	49	71	89	65	74	72	79	28	40	32	52	76	50
"FAM217A"	2	0	1	10	4	5	1	2	1	1	3	2	0	2	2
"TBC1D7"	854	643	569	722	810	676	726	644	585	905	749	744	803	760	809
"FARS2"	2039	1408	1362	1498	1663	1409	1687	1439	1486	1779	1624	1648	1718	1717	1763
"GFOD1"	5329	3899	3847	4346	4460	4056	4166	3738	3837	4668	4040	4070	4651	4570	4438
"CDKAL1"	2222	1622	1615	1780	2020	1572	1798	1482	1496	2100	1766	1793	1952	1786	1945
"PSD2"	6	0	2	4	6	5	6	1	0	5	6	8	3	2	2
"LRRTM2"	1	2	10	18	4	5	2	3	7	0	2	0	2	4	1
"ZMAT2"	3702	2557	2355	2297	2787	2061	2944	2539	2659	3580	2949	2991	3039	3111	3301
"GFRA3"	16	19	14	13	10	11	19	16	14	11	7	15	11	16	8
"KLHL3"	335	305	293	329	333	363	342	335	293	326	279	227	295	279	267
"DCDC2"	0	0	4	0	0	0	0	0	4	0	0	0	0	0	2
"SLC17A4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"H2BC1"	3	0	0	1	0	2	4	0	2	10	6	14	0	3	0
"TRIM7"	1418	981	935	894	791	806	1031	914	837	1075	992	1006	1040	1062	1095
"TRIM41"	4012	3058	2804	2877	3241	2768	3069	2680	2680	3780	3283	3150	3175	3019	3151
"HIGD2A"	2455	1740	1606	1419	1458	1380	1471	1275	1284	2071	1927	2037	1939	1998	2044
"FAM193B"	1096	1028	910	1299	1340	1363	1161	1068	1034	1268	1136	1192	1334	1226	1201
"PLA2G7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TNFRSF21"	1512	1159	1062	1083	1236	1011	1114	1007	1033	1691	1286	1304	1572	1372	1474
"RNF44"	2833	2199	1983	1980	2096	2004	1988	1832	1835	2122	1980	1917	2044	2184	2105
"MMUT"	2003	1451	1381	1608	1784	1524	1560	1247	1281	1713	1538	1554	1826	1801	2016
"RASGEF1C"	22	21	22	6	7	7	20	17	17	2	8	5	21	20	16
"DOK3"	372	376	377	212	284	248	438	377	356	409	418	400	323	308	295
"ABT1"	2393	1770	1594	1538	1822	1443	1784	1550	1594	2113	1710	1829	1993	1946	1989
"PPP1R18"	4230	2985	2787	2283	2418	2171	3521	2855	2953	3123	2473	2669	3172	3219	3220
"DAAM2"	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0
"PRIM2"	3345	2497	2553	2640	2941	2537	2835	2516	2546	3212	2780	2720	3324	3222	3113
"MLIP"	1	0	4	2	6	2	0	3	2	2	2	3	5	3	5
"HMGCLL1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LGSN"	201	145	158	432	405	460	314	280	294	227	232	188	502	515	541
"FGD2"	4	1	1	1	0	3	3	0	3	0	0	1	2	0	1
"SCUBE3"	14	10	35	34	8	13	11	24	19	4	19	7	18	11	13
"ANO7"	113	90	76	119	122	101	110	68	81	141	102	123	145	126	129
"CRIP3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TTBK1"	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
"TCTE1"	31	17	20	19	16	19	24	10	18	23	13	15	20	20	11
"RPL7L1"	17598	12350	11663	14089	15603	12474	13378	11469	11537	15509	13932	14008	15821	15081	15679
"NFKBIE"	860	608	577	487	518	462	701	624	623	643	547	559	556	602	546
"CYP39A1"	12	20	10	9	14	9	7	12	14	0	2	6	9	14	8
"TPBG"	2138	1435	1475	1362	1261	1187	1676	1471	1503	1235	1299	1299	1640	1653	1669
"IRAK1BP1"	121	84	101	227	232	193	5	23	16	78	70	50	135	133	157
"PHIP"	18589	14864	14215	15116	16121	14754	13988	12848	13143	16089	12748	12899	17063	15540	16747
"PRSS35"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"MMS22L"	4077	3331	3257	3645	3864	3594	3656	3067	3218	4336	3773	3608	4333	3881	3954
"FAXC"	179	108	127	199	209	199	191	195	162	157	152	130	206	182	204
"GABRR1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PNRC1"	5094	3519	3633	2576	2747	2304	4489	3736	3949	4262	3734	3825	4018	3855	4101
"PM20D2"	3740	2780	2591	2961	3192	2652	2309	1986	1982	3520	3068	2879	3194	2876	3083
"RARS2"	2037	1435	1459	1646	1837	1549	1576	1395	1455	1794	1480	1630	1869	1709	1863
"SCML4"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"TBC1D32"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CLVS2"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"GPR6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RNF217"	2538	1969	1938	1686	1766	1736	2235	2034	2126	2442	2049	1917	2276	2003	2221
"RSPO3"	14	14	11	0	0	1	3	1	1	10	8	8	74	65	76
"ARHGAP18"	2215	1598	1623	2476	2886	2326	2151	1884	1939	1985	1681	1665	2160	1948	2062
"TAAR2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TAAR6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TAAR8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ABRACL"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TAAR1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SLC18B1"	1818	1246	1253	1212	1389	1186	1262	1058	1041	1299	1309	1155	1576	1515	1583
"MTFR2"	798	549	526	504	588	484	489	476	407	672	569	571	689	631	676
"SLC2A12"	0	1	1	4	2	2	0	0	1	1	0	0	0	1	1
"SHPRH"	2414	2344	2232	2508	2843	2743	2200	2055	2100	2937	2406	2565	2818	2622	2547
"AIG1"	292	237	206	210	209	204	249	202	194	155	130	134	188	175	175
"DYNLT1"	2027	1450	1326	1562	1735	1402	1806	1525	1478	1746	1646	1696	1879	1841	2009
"TIAM2"	103	86	87	150	173	138	109	92	81	101	121	110	122	113	109
"TMEM181"	3784	2942	2950	3323	3529	3165	3146	2702	2762	3514	3170	2957	3541	3359	3345
"PNLDC1"	3	4	4	5	8	9	2	6	4	10	15	15	13	13	5
"WTAP"	4262	3040	3000	3195	3712	2966	3800	3284	3383	3684	3206	3188	3438	3257	3645
"ZMYM4"	9277	6836	6671	7773	8520	7281	7712	6824	7029	8679	7193	7075	8321	7975	8424
"VIP"	0	0	3	0	4	0	0	1	1	0	0	0	0	1	0
"ARMT1"	2255	1658	1544	1551	1563	1335	2126	1852	1765	1902	1626	1605	2109	2031	2263
"SLC22A3"	961	747	728	792	856	790	791	660	649	813	805	871	893	824	808
"VWDE"	1512	1803	1637	1898	2167	2188	1491	1512	1519	1936	1469	1489	1810	1548	1593
"GNA12"	3836	2777	2505	2952	3109	2713	3530	3228	3113	2937	2679	2596	3435	3337	3539
"C7orf50"	2305	1612	1587	1552	1757	1523	2140	1948	1866	1990	1847	1859	2026	1957	2111
"SDK1"	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0
"CCZ1B"	1282	822	876	1024	1032	847	1051	897	873	1074	937	1020	1183	1221	1250
"INTS15"	784	595	551	655	776	643	603	501	499	734	562	618	624	574	611
"RBAK"	4041	3025	3021	2848	3424	2829	2562	2226	2312	3545	2927	2900	3408	3176	3304
"CREB5"	386	310	310	159	129	185	289	311	325	231	194	201	135	148	143
"FERD3L"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"EGFR"	20719	14894	14291	16525	18917	15963	18729	16459	16914	21937	19003	19035	19390	18526	18912
"CDCA5"	3595	2508	2267	2477	2650	2265	3054	2719	2498	2997	2734	2822	3443	3243	3467
"IGFBP3"	4394	3296	3024	3186	4057	2827	2374	2192	2084	4120	3792	3956	2787	2390	2620
"PURB"	3719	3079	3061	4295	4692	4293	4080	3460	3688	3569	3368	3222	4215	3932	3854
"IGFBP1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SSC4D"	189	161	128	107	128	75	128	110	90	85	87	99	85	118	108
"MDH2"	10693	7452	7005	8016	8387	7239	9774	8381	8505	7968	7406	7204	10614	10605	11025
"POMZP3"	434	338	284	317	362	289	340	273	289	296	286	315	280	265	299
"NIPSNAP2"	3521	2554	2359	3572	3739	3166	3274	2739	2866	2852	2602	2674	3561	3602	3753
"CCT6A"	35800	25284	23844	23512	26360	20816	26347	22436	22215	28282	24419	24718	28235	27330	29329
"PSPH"	2246	1486	1542	1857	2055	1623	3081	2382	2700	1847	1974	1784	2123	2034	2128
"TRIM50"	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
"ZNF92"	739	594	579	715	848	630	665	483	572	821	614	607	824	782	846
"ATXN7L1"	468	331	396	465	555	499	436	423	379	439	387	354	436	422	492
"TMEM168"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASB15"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TRAPPC14"	624	497	468	592	593	532	551	507	502	574	562	550	611	546	618
"SLC12A9"	1757	1307	1214	1466	1468	1424	1306	1182	1137	1493	1326	1474	1714	1709	1648
"GIGYF1"	4429	3637	3476	3758	3867	3936	3784	3455	3353	4256	4019	4079	3962	4155	3941
"TRIM4"	783	517	503	530	576	491	515	455	449	613	568	599	690	597	610
"MEPCE"	8765	6135	5682	5346	6025	4552	6085	5013	4914	5660	4613	4879	5604	5333	5963
"ZAN"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"TMEM209"	4328	2989	2914	3728	4062	3546	3462	2839	3119	3768	3407	3087	4156	4178	4255
"AGBL3"	66	74	50	108	100	105	63	64	69	81	79	54	98	76	79
"STRA8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ZC3HAV1L"	2022	1511	1479	1998	2088	1779	1446	1315	1276	1920	1802	1713	2138	2030	2010
